tid,attribute,correct_val
2973,Address,4815 California Av Sw
2973,Type,MVI - Motor Vehicle Incident
2973,Datetime,05/12/2019 02:11:00 AM
2973,Latitude,47.559187
2973,Longitude,-122.38683400000001
2973,Incident Number,F190048150
2974,Address,2029 S MAIN ST
2974,Type,Trans to AMR
2974,Datetime,05/12/2019 02:03:00 AM
2974,Latitude,47.599996000000004
2974,Longitude,-122.30575800000001
2974,Incident Number,F190048149
2975,Address,6545 Ravenna Av Ne
2975,Type,Automatic Medical Alarm
2975,Datetime,05/12/2019 02:02:00 AM
2975,Latitude,47.676048
2975,Longitude,-122.30382
2975,Incident Number,F190048148
2976,Address,600 Sw Kenyon St
2976,Type,Aid Response
2976,Datetime,05/12/2019 01:55:00 AM
2976,Latitude,47.531953
2976,Longitude,-122.34309499999999
2976,Incident Number,F190048147
2977,Address,1950 26th Av W
2977,Type,Medic Response
2977,Datetime,05/12/2019 01:41:00 AM
2977,Latitude,47.636269
2977,Longitude,-122.39036100000001
2977,Incident Number,F190048146
2978,Address,Madison St / 8th Av
2978,Type,Aid Response
2978,Datetime,05/12/2019 01:40:00 AM
2978,Latitude,47.607945
2978,Longitude,-122.328471
2978,Incident Number,F190048145
2979,Address,2010 15th Av W
2979,Type,MVI - Motor Vehicle Incident
2979,Datetime,05/12/2019 01:36:00 AM
2979,Latitude,47.636865
2979,Longitude,-122.37614099999999
2979,Incident Number,F190048144
2980,Address,1009 E Union St
2980,Type,Auto Fire Alarm
2980,Datetime,05/12/2019 01:31:00 AM
2980,Latitude,47.612939000000004
2980,Longitude,-122.31931399999999
2980,Incident Number,F190048142
2981,Address,1509 Broadway
2981,Type,Aid Response
2981,Datetime,05/12/2019 01:25:00 AM
2981,Latitude,47.614171
2981,Longitude,-122.32078200000001
2981,Incident Number,F190048140
2982,Address,916 E Pike St
2982,Type,Aid Response
2982,Datetime,05/12/2019 01:22:00 AM
2982,Latitude,47.614077
2982,Longitude,-122.32056200000001
2982,Incident Number,F190048139
2983,Address,2720 E Madison St
2983,Type,Aid Response
2983,Datetime,05/12/2019 01:20:00 AM
2983,Latitude,47.623153
2983,Longitude,-122.296667
2983,Incident Number,F190048138
2984,Address,2119 3rd Av
2984,Type,Aid Response Yellow
2984,Datetime,05/12/2019 01:07:00 AM
2984,Latitude,47.613308
2984,Longitude,-122.342432
2984,Incident Number,F190048136
2985,Address,13530 Linden Av N
2985,Type,Rescue Elevator
2985,Datetime,05/12/2019 01:01:00 AM
2985,Latitude,47.727790999999996
2985,Longitude,-122.347725
2985,Incident Number,F190048135
2986,Address,7547 24th Av Nw
2986,Type,Medic Response
2986,Datetime,05/12/2019 12:59:00 AM
2986,Latitude,47.683599
2986,Longitude,-122.387565
2986,Incident Number,F190048134
2987,Address,113 23rd Av S
2987,Type,Medic Response
2987,Datetime,05/12/2019 12:56:00 AM
2987,Latitude,47.601601
2987,Longitude,-122.30228400000001
2987,Incident Number,F190048132
2988,Address,1426 1st Av
2988,Type,Aid Response
2988,Datetime,05/12/2019 12:50:00 AM
2988,Latitude,47.608081
2988,Longitude,-122.33933700000001
2988,Incident Number,F190048129
2989,Address,8502 Aurora Av N
2989,Type,Aid Response
2989,Datetime,05/12/2019 12:40:00 AM
2989,Latitude,47.69057
2989,Longitude,-122.344522
2989,Incident Number,F190048127
2990,Address,Sw Edmunds St / California Av Sw
2990,Type,Aid Response
2990,Datetime,05/12/2019 12:32:00 AM
2990,Latitude,47.559325
2990,Longitude,-122.38683
2990,Incident Number,F190048125
2991,Address,747 N 135th St
2991,Type,Medic Response
2991,Datetime,05/12/2019 12:30:00 AM
2991,Latitude,47.726864
2991,Longitude,-122.34801200000001
2991,Incident Number,F190048124
2992,Address,1016 Republican St
2992,Type,Rescue Elevator
2992,Datetime,05/12/2019 12:29:00 AM
2992,Latitude,47.623204
2992,Longitude,-122.336929
2992,Incident Number,F190048123
2993,Address,California Av Sw / Sw Alaska St
2993,Type,Aid Response
2993,Datetime,05/12/2019 12:28:00 AM
2993,Latitude,47.561106
2993,Longitude,-122.386778
2993,Incident Number,F190048122
2994,Address,1200 Nw 126th St
2994,Type,Automatic Medical Alarm
2994,Datetime,05/12/2019 12:24:00 AM
2994,Latitude,47.720155
2994,Longitude,-122.371747
2994,Incident Number,F190048121
2995,Address,300 E Pike St
2995,Type,Aid Response
2995,Datetime,05/12/2019 12:18:00 AM
2995,Latitude,47.613929999999996
2995,Longitude,-122.327805
2995,Incident Number,F190048120
2996,Address,318 2nd Av Et S
2996,Type,Trans to AMR
2996,Datetime,05/12/2019 12:12:00 AM
2996,Latitude,47.600194
2996,Longitude,-122.330541
2996,Incident Number,F190048117
2997,Address,1270 6th Av S
2997,Type,Aid Response
2997,Datetime,05/12/2019 12:03:00 AM
2997,Latitude,47.591807
2997,Longitude,-122.32596799999999
2997,Incident Number,F190048116
2998,Address,1503 18th Av
2998,Type,Trans to AMR
2998,Datetime,05/12/2019 12:00:00 AM
2998,Latitude,47.614127
2998,Longitude,-122.308854
2998,Incident Number,F190048114
2999,Address,8007 46th Av Sw
2999,Type,Aid Response
2999,Datetime,05/11/2019 11:59:00 PM
2999,Latitude,47.531348
2999,Longitude,-122.39154199999999
2999,Incident Number,F190048113
3000,Address,7547 24th Av Nw
3000,Type,Aid Response
3000,Datetime,05/11/2019 11:54:00 PM
3000,Latitude,47.683599
3000,Longitude,-122.387565
3000,Incident Number,F190048112
3001,Address,2nd Av / Blanchard St
3001,Type,Medic Response
3001,Datetime,05/11/2019 11:54:00 PM
3001,Latitude,47.613271000000005
3001,Longitude,-122.344353
3001,Incident Number,F190048111
3002,Address,2820 Eastlake Av E
3002,Type,Auto Fire Alarm
3002,Datetime,05/11/2019 11:46:00 PM
3002,Latitude,47.645963
3002,Longitude,-122.325617
3002,Incident Number,F190048109
3003,Address,900 University St
3003,Type,Aid Response
3003,Datetime,05/11/2019 11:43:00 PM
3003,Latitude,47.61055
3003,Longitude,-122.32931799999999
3003,Incident Number,F190048107
3004,Address,4545 Roosevelt Way Ne
3004,Type,AFA4 - Auto Alarm 2 + 1 + 1
3004,Datetime,05/11/2019 11:41:00 PM
3004,Latitude,47.661682
3004,Longitude,-122.317467
3004,Incident Number,F190048106
3005,Address,13700 Aurora Av N
3005,Type,Aid Response
3005,Datetime,05/11/2019 11:33:00 PM
3005,Latitude,47.728678
3005,Longitude,-122.345037
3005,Incident Number,F190048105
3006,Address,Nw 56th St / 24th Av Nw
3006,Type,Aid Response
3006,Datetime,05/11/2019 11:31:00 PM
3006,Latitude,47.669458
3006,Longitude,-122.38758700000001
3006,Incident Number,F190048102
3007,Address,Eb I90 Exp At Tunnel
3007,Type,Aid Response
3007,Datetime,05/11/2019 11:29:00 PM
3007,Latitude,47.590239000000004
3007,Longitude,-122.30248999999999
3007,Incident Number,F190048100
3008,Address,101 27th Av
3008,Type,Medic Response
3008,Datetime,05/11/2019 11:29:00 PM
3008,Latitude,47.601658
3008,Longitude,-122.29786399999999
3008,Incident Number,F190048099
3009,Address,515 Maynard Av S
3009,Type,Aid Response
3009,Datetime,05/11/2019 11:25:00 PM
3009,Latitude,47.598224
3009,Longitude,-122.32505900000001
3009,Incident Number,F190048098
3010,Address,5th Av S / S Royal Brougham Way
3010,Type,Aid Response
3010,Datetime,05/11/2019 11:24:00 PM
3010,Latitude,47.592394
3010,Longitude,-122.327395
3010,Incident Number,F190048097
3011,Address,3434 Densmore Av N
3011,Type,Aid Response
3011,Datetime,05/11/2019 11:23:00 PM
3011,Latitude,47.648439
3011,Longitude,-122.33753999999999
3011,Incident Number,F190048095
3012,Address,39th Av Sw / Sw Elmgrove St
3012,Type,Aid Response
3012,Datetime,05/11/2019 11:21:00 PM
3012,Latitude,47.530623
3012,Longitude,-122.382003
3012,Incident Number,F190048094
3013,Address,2208 15th Av W
3013,Type,Aid Response
3013,Datetime,05/11/2019 11:20:00 PM
3013,Latitude,47.638695
3013,Longitude,-122.376149
3013,Incident Number,F190048093
3014,Address,710 Cherry St
3014,Type,Aid Response
3014,Datetime,05/11/2019 11:13:00 PM
3014,Latitude,47.605387
3014,Longitude,-122.32751100000002
3014,Incident Number,F190048092
3015,Address,39th Av Sw / Sw Elmgrove St
3015,Type,Trans to AMR
3015,Datetime,05/11/2019 11:10:00 PM
3015,Latitude,47.530623
3015,Longitude,-122.382003
3015,Incident Number,F190048091
3016,Address,2034 14th Av W
3016,Type,Aid Response
3016,Datetime,05/11/2019 11:07:00 PM
3016,Latitude,47.63704
3016,Longitude,-122.374994
3016,Incident Number,F190048090
3017,Address,3rd Av / Pike St
3017,Type,Aid Response
3017,Datetime,05/11/2019 11:06:00 PM
3017,Latitude,47.60975
3017,Longitude,-122.33779299999999
3017,Incident Number,F190048088
3018,Address,M L King Jr Way S / S Alaska St
3018,Type,Aid Response
3018,Datetime,05/11/2019 11:05:00 PM
3018,Latitude,47.560808
3018,Longitude,-122.29324
3018,Incident Number,F190048087
3019,Address,8807 41ST AV S
3019,Type,Medic Response
3019,Datetime,05/11/2019 11:04:00 PM
3019,Latitude,47.524174
3019,Longitude,-122.281223
3019,Incident Number,V190048086
3020,Address,3911 S Austin St
3020,Type,Investigate Out Of Service
3020,Datetime,05/11/2019 10:58:00 PM
3020,Latitude,47.534776
3020,Longitude,-122.282963
3020,Incident Number,F190048083
3021,Address,317 Marion St
3021,Type,Aid Response
3021,Datetime,05/11/2019 10:55:00 PM
3021,Latitude,47.604991
3021,Longitude,-122.333174
3021,Incident Number,F190048082
3022,Address,Nb I5 At Lake City
3022,Type,MVI Freeway
3022,Datetime,05/11/2019 10:55:00 PM
3022,Latitude,47.677690000000005
3022,Longitude,-122.32038700000001
3022,Incident Number,F190048081
3023,Address,4509 California Av Sw
3023,Type,Aid Response
3023,Datetime,05/11/2019 10:54:00 PM
3023,Latitude,47.56283
3023,Longitude,-122.386775
3023,Incident Number,F190048080
3024,Address,9009 Greenwood Av N
3024,Type,Trans to AMR
3024,Datetime,05/11/2019 10:48:00 PM
3024,Latitude,47.69429
3024,Longitude,-122.35533999999998
3024,Incident Number,F190048079
3025,Address,501 Summit Av E
3025,Type,Medic Response
3025,Datetime,05/11/2019 10:36:00 PM
3025,Latitude,47.623138
3025,Longitude,-122.32531200000001
3025,Incident Number,F190048077
3026,Address,1916 Boren Av
3026,Type,Trans to AMR
3026,Datetime,05/11/2019 10:33:00 PM
3026,Latitude,47.617063
3026,Longitude,-122.332917
3026,Incident Number,F190048075
3027,Address,11th Av E / E Roy St
3027,Type,Aid Response
3027,Datetime,05/11/2019 10:30:00 PM
3027,Latitude,47.625355
3027,Longitude,-122.31806200000001
3027,Incident Number,F190048072
3028,Address,1825 Harvard Av
3028,Type,Medic Response- 7 per Rule
3028,Datetime,05/11/2019 10:30:00 PM
3028,Latitude,47.61785
3028,Longitude,-122.32217299999999
3028,Incident Number,F190048073
3029,Address,1400 6th Av
3029,Type,Medic Response
3029,Datetime,05/11/2019 10:26:00 PM
3029,Latitude,47.61015
3029,Longitude,-122.333556
3029,Incident Number,F190048071
3030,Address,Nw Market St / 17th Av Nw
3030,Type,Aid Response
3030,Datetime,05/11/2019 10:26:00 PM
3030,Latitude,47.668671
3030,Longitude,-122.37888400000001
3030,Incident Number,F190048070
3031,Address,3820 Rainier Av S
3031,Type,Trans to AMR
3031,Datetime,05/11/2019 10:24:00 PM
3031,Latitude,47.569608
3031,Longitude,-122.29048600000002
3031,Incident Number,F190048068
3032,Address,1200 S Jackson St
3032,Type,Aid Response
3032,Datetime,05/11/2019 10:22:00 PM
3032,Latitude,47.599187
3032,Longitude,-122.317225
3032,Incident Number,F190048069
3033,Address,1046 1st Av S
3033,Type,Aid Response
3033,Datetime,05/11/2019 10:13:00 PM
3033,Latitude,47.593232
3033,Longitude,-122.334194
3033,Incident Number,F190048065
3034,Address,1519 12th Av
3034,Type,Aid Response
3034,Datetime,05/11/2019 10:03:00 PM
3034,Latitude,47.614317
3034,Longitude,-122.31683899999999
3034,Incident Number,F190048064
3035,Address,4th Av / Pine St
3035,Type,Trans to AMR
3035,Datetime,05/11/2019 10:02:00 PM
3035,Latitude,47.611207
3035,Longitude,-122.33759199999999
3035,Incident Number,F190048063
3036,Address,3214 Rainier Av S
3036,Type,Aid Response
3036,Datetime,05/11/2019 10:00:00 PM
3036,Latitude,47.57492
3036,Longitude,-122.29553200000001
3036,Incident Number,F190048062
3037,Address,5928 High Point Dr Sw
3037,Type,Aid Response
3037,Datetime,05/11/2019 09:57:00 PM
3037,Latitude,47.549797999999996
3037,Longitude,-122.369656
3037,Incident Number,F190048061
3038,Address,5621 S Avon St
3038,Type,Aid Response
3038,Datetime,05/11/2019 09:53:00 PM
3038,Latitude,47.501344
3038,Longitude,-122.262193
3038,Incident Number,F190048060
3039,Address,Brooklyn Av Ne / Ne 52nd St
3039,Type,Rubbish Fire
3039,Datetime,05/11/2019 09:51:00 PM
3039,Latitude,47.666443
3039,Longitude,-122.31418700000002
3039,Incident Number,F190048058
3040,Address,118 Bell St
3040,Type,Trans to AMR
3040,Datetime,05/11/2019 09:48:00 PM
3040,Latitude,47.613496999999995
3040,Longitude,-122.346355
3040,Incident Number,F190048059
3041,Address,3802 S Othello St
3041,Type,Medic Response
3041,Datetime,05/11/2019 09:39:00 PM
3041,Latitude,47.537034999999996
3041,Longitude,-122.28468000000001
3041,Incident Number,F190048057
3042,Address,6870 62nd Av Ne
3042,Type,Activated CO Detector
3042,Datetime,05/11/2019 09:38:00 PM
3042,Latitude,47.678321000000004
3042,Longitude,-122.26222
3042,Incident Number,F190048056
3043,Address,7407 Rockery Dr S
3043,Type,Aid Response
3043,Datetime,05/11/2019 09:26:00 PM
3043,Latitude,47.536017
3043,Longitude,-122.28241100000001
3043,Incident Number,F190048051
3044,Address,27th Av Ne / Ne 127th St
3044,Type,Aid Response
3044,Datetime,05/11/2019 09:17:00 PM
3044,Latitude,47.721111
3044,Longitude,-122.29910500000001
3044,Incident Number,F190048049
3045,Address,13730 Lake City Way Ne
3045,Type,Medic Response
3045,Datetime,05/11/2019 09:14:00 PM
3045,Latitude,47.728466
3045,Longitude,-122.29225600000001
3045,Incident Number,F190048048
3046,Address,1102 E Spruce St
3046,Type,Trans to AMR
3046,Datetime,05/11/2019 09:10:00 PM
3046,Latitude,47.603517
3046,Longitude,-122.318076
3046,Incident Number,F190048047
3047,Address,4316 S Genesee St
3047,Type,Aid Response
3047,Datetime,05/11/2019 09:03:00 PM
3047,Latitude,47.564085999999996
3047,Longitude,-122.279299
3047,Incident Number,F190048045
3048,Address,E Pike St / Broadway
3048,Type,Aid Response
3048,Datetime,05/11/2019 09:02:00 PM
3048,Latitude,47.614076000000004
3048,Longitude,-122.32078
3048,Incident Number,F190048044
3049,Address,4017 5th Av Ne
3049,Type,Aid Response
3049,Datetime,05/11/2019 08:45:00 PM
3049,Latitude,47.655975
3049,Longitude,-122.32350100000001
3049,Incident Number,F190048041
3050,Address,Whitman Av N / N 63rd St
3050,Type,Medic Response
3050,Datetime,05/11/2019 08:45:00 PM
3050,Latitude,47.673938
3050,Longitude,-122.34666000000001
3050,Incident Number,F190048042
3051,Address,13000 Lake City Way Ne
3051,Type,Aid Response
3051,Datetime,05/11/2019 08:43:00 PM
3051,Latitude,47.722899
3051,Longitude,-122.293194
3051,Incident Number,F190048040
3052,Address,7341 27TH AV SW
3052,Type,Aid Response
3052,Datetime,05/11/2019 08:35:00 PM
3052,Latitude,47.536708000000004
3052,Longitude,-122.36711000000001
3052,Incident Number,F190048038
3053,Address,800 Occidental Av S
3053,Type,Single Medic Unit
3053,Datetime,05/11/2019 08:34:00 PM
3053,Latitude,47.595693
3053,Longitude,-122.33327299999999
3053,Incident Number,F190048037
3054,Address,13700 Aurora Av N
3054,Type,Trans to AMR
3054,Datetime,05/11/2019 08:33:00 PM
3054,Latitude,47.728678
3054,Longitude,-122.345037
3054,Incident Number,F190048036
3055,Address,911 Alder St
3055,Type,Automatic Medical Alarm
3055,Datetime,05/11/2019 08:33:00 PM
3055,Latitude,47.603466999999995
3055,Longitude,-122.322667
3055,Incident Number,F190048035
3056,Address,509 W Olympic Pl
3056,Type,Medic Response- 6 per Rule
3056,Datetime,05/11/2019 08:20:00 PM
3056,Latitude,47.626776
3056,Longitude,-122.363553
3056,Incident Number,F190048034
3057,Address,1811 Eastlake Av
3057,Type,Aid Response
3057,Datetime,05/11/2019 08:18:00 PM
3057,Latitude,47.618002000000004
3057,Longitude,-122.329182
3057,Incident Number,F190048033
3058,Address,8424 16th Av Sw
3058,Type,Aid Response
3058,Datetime,05/11/2019 08:07:00 PM
3058,Latitude,47.528082
3058,Longitude,-122.35506399999998
3058,Incident Number,F190048031
3059,Address,1607 S Forest St
3059,Type,Aid Response
3059,Datetime,05/11/2019 08:07:00 PM
3059,Latitude,47.577746999999995
3059,Longitude,-122.311968
3059,Incident Number,F190048032
3060,Address,17th Av Nw / Nw Market St
3060,Type,Fast Back Up
3060,Datetime,05/11/2019 08:05:00 PM
3060,Latitude,47.668671
3060,Longitude,-122.37888400000001
3060,Incident Number,F190048029
3061,Address,17th Av Nw / Nw Market St
3061,Type,Fast Back Up
3061,Datetime,05/11/2019 08:05:00 PM
3061,Latitude,47.668671
3061,Longitude,-122.37888400000001
3061,Incident Number,F190048030
3062,Address,6017 40th Av Ne
3062,Type,Medic Response
3062,Datetime,05/11/2019 08:02:00 PM
3062,Latitude,47.672295
3062,Longitude,-122.284865
3062,Incident Number,F190048028
3063,Address,17th Av Nw / Nw Market St
3063,Type,1RED 1 Unit
3063,Datetime,05/11/2019 08:00:00 PM
3063,Latitude,47.668671
3063,Longitude,-122.37888400000001
3063,Incident Number,F190048027
3064,Address,Ne 45th St / 5th Av Ne
3064,Type,Aid Response
3064,Datetime,05/11/2019 07:58:00 PM
3064,Latitude,47.661333
3064,Longitude,-122.322956
3064,Incident Number,F190048025
3065,Address,9330 California Dr Sw
3065,Type,Aid Response
3065,Datetime,05/11/2019 07:52:00 PM
3065,Latitude,47.519801
3065,Longitude,-122.388411
3065,Incident Number,F190048022
3066,Address,1703 California Av Sw
3066,Type,Aid Response
3066,Datetime,05/11/2019 07:52:00 PM
3066,Latitude,47.588027000000004
3066,Longitude,-122.386277
3066,Incident Number,F190048021
3067,Address,823 Madison St
3067,Type,Auto Fire Alarm
3067,Datetime,05/11/2019 07:49:00 PM
3067,Latitude,47.608053999999996
3067,Longitude,-122.32821000000001
3067,Incident Number,F190048020
3068,Address,10th Av S / S King St
3068,Type,Bark Fire
3068,Datetime,05/11/2019 07:43:00 PM
3068,Latitude,47.598348
3068,Longitude,-122.319644
3068,Incident Number,F190048019
3069,Address,3621 33rd Av S
3069,Type,Aid Response Yellow
3069,Datetime,05/11/2019 07:30:00 PM
3069,Latitude,47.571408
3069,Longitude,-122.291001
3069,Incident Number,F190048016
3070,Address,2021 Ne 90th St
3070,Type,Alarm Bell
3070,Datetime,05/11/2019 07:26:00 PM
3070,Latitude,47.693939
3070,Longitude,-122.30669499999999
3070,Incident Number,F190048015
3071,Address,13362 3rd Av Ne
3071,Type,Illegal Burn
3071,Datetime,05/11/2019 07:17:00 PM
3071,Latitude,47.725521
3071,Longitude,-122.32621599999999
3071,Incident Number,F190048013
3072,Address,748 S Cloverdale St
3072,Type,Aid Response
3072,Datetime,05/11/2019 07:15:00 PM
3072,Latitude,47.52647
3072,Longitude,-122.324394
3072,Incident Number,F190048012
3073,Address,8801 Delridge Way Sw
3073,Type,Aid Response
3073,Datetime,05/11/2019 07:14:00 PM
3073,Latitude,47.524668
3073,Longitude,-122.360479
3073,Incident Number,F190048011
3074,Address,12505 Greenwood Av N
3074,Type,Aid Response
3074,Datetime,05/11/2019 07:13:00 PM
3074,Latitude,47.719638
3074,Longitude,-122.355539
3074,Incident Number,F190048010
3075,Address,748 S Cloverdale St
3075,Type,Aid Response
3075,Datetime,05/11/2019 07:13:00 PM
3075,Latitude,47.52647
3075,Longitude,-122.324394
3075,Incident Number,F190048009
3076,Address,2701 Ne 110th St
3076,Type,Aid Response
3076,Datetime,05/11/2019 07:11:00 PM
3076,Latitude,47.708416
3076,Longitude,-122.29940400000001
3076,Incident Number,F190048007
3077,Address,2516 Ne 110th St
3077,Type,Trans to AMR
3077,Datetime,05/11/2019 07:11:00 PM
3077,Latitude,47.708425
3077,Longitude,-122.301199
3077,Incident Number,F190048008
3078,Address,113 23rd Av S
3078,Type,Aid Response Yellow
3078,Datetime,05/11/2019 07:03:00 PM
3078,Latitude,47.601601
